/home/vmskrshn/Desktop/data/IMG/center_2018_11_14_02_02_24_520.jpg, /home/vmskrshn/Desktop/data/IMG/left_2018_11_14_02_02_24_520.jpg, /home/vmskrshn/Desktop/data/IMG/right_2018_11_14_02_02_24_520.jpg, 0, 0, 0, 2.345528E-05
/home/vmskrshn/Desktop/data/IMG/center_2018_11_14_02_02_24_625.jpg, /home/vmskrshn/Desktop/data/IMG/left_2018_11_14_02_02_24_625.jpg, /home/vmskrshn/Desktop/data/IMG/right_2018_11_14_02_02_24_625.jpg, 0, 0, 0, 2.235034E-05
/home/vmskrshn/Desktop/data/IMG/center_2018_11_14_02_02_24_736.jpg, /home/vmskrshn/Desktop/data/IMG/left_2018_11_14_02_02_24_736.jpg, /home/vmskrshn/Desktop/data/IMG/right_2018_11_14_02_02_24_736.jpg, 0, 0, 0, 2.278392E-05
/home/vmskrshn/Desktop/data/IMG/center_2018_11_14_02_02_24_844.jpg, /home/vmskrshn/Desktop/data/IMG/left_2018_11_14_02_02_24_844.jpg, /home/vmskrshn/Desktop/data/IMG/right_2018_11_14_02_02_24_844.jpg, 0, 0, 0, 2.237237E-05
/home/vmskrshn/Desktop/data/IMG/center_2018_11_14_02_02_24_958.jpg, /home/vmskrshn/Desktop/data/IMG/left_2018_11_14_02_02_24_958.jpg, /home/vmskrshn/Desktop/data/IMG/right_2018_11_14_02_02_24_958.jpg, 0, 0, 0, 2.412777E-05
/home/vmskrshn/Desktop/data/IMG/center_2018_11_14_02_02_25_064.jpg, /home/vmskrshn/Desktop/data/IMG/left_2018_11_14_02_02_25_064.jpg, /home/vmskrshn/Desktop/data/IMG/right_2018_11_14_02_02_25_064.jpg, 0, 0, 0, 2.244985E-05
/home/vmskrshn/Desktop/data/IMG/center_2018_11_14_02_02_25_177.jpg, /home/vmskrshn/Desktop/data/IMG/left_2018_11_14_02_02_25_177.jpg, /home/vmskrshn/Desktop/data/IMG/right_2018_11_14_02_02_25_177.jpg, 0, 0, 0, 2.260577E-05
/home/vmskrshn/Desktop/data/IMG/center_2018_11_14_02_02_25_289.jpg, /home/vmskrshn/Desktop/data/IMG/left_2018_11_14_02_02_25_289.jpg, /home/vmskrshn/Desktop/data/IMG/right_2018_11_14_02_02_25_289.jpg, 0, 0, 0, 2.189252E-05
/home/vmskrshn/Desktop/data/IMG/center_2018_11_14_02_02_25_391.jpg, /home/vmskrshn/Desktop/data/IMG/left_2018_11_14_02_02_25_391.jpg, /home/vmskrshn/Desktop/data/IMG/right_2018_11_14_02_02_25_391.jpg, 0, 0, 0, 2.310272E-05
/home/vmskrshn/Desktop/data/IMG/center_2018_11_14_02_02_25_492.jpg, /home/vmskrshn/Desktop/data/IMG/left_2018_11_14_02_02_25_492.jpg, /home/vmskrshn/Desktop/data/IMG/right_2018_11_14_02_02_25_492.jpg, 0, 0, 0, 2.184519E-05
/home/vmskrshn/Desktop/data/IMG/center_2018_11_14_02_02_25_598.jpg, /home/vmskrshn/Desktop/data/IMG/left_2018_11_14_02_02_25_598.jpg, /home/vmskrshn/Desktop/data/IMG/right_2018_11_14_02_02_25_598.jpg, 0, 0, 0, 2.179301E-05
/home/vmskrshn/Desktop/data/IMG/center_2018_11_14_02_02_25_700.jpg, /home/vmskrshn/Desktop/data/IMG/left_2018_11_14_02_02_25_700.jpg, /home/vmskrshn/Desktop/data/IMG/right_2018_11_14_02_02_25_700.jpg, 0, 0, 0, 2.276503E-05
/home/vmskrshn/Desktop/data/IMG/center_2018_11_14_02_02_25_808.jpg, /home/vmskrshn/Desktop/data/IMG/left_2018_11_14_02_02_25_808.jpg, /home/vmskrshn/Desktop/data/IMG/right_2018_11_14_02_02_25_808.jpg, 0, 0, 0, 2.202304E-05
/home/vmskrshn/Desktop/data/IMG/center_2018_11_14_02_02_25_920.jpg, /home/vmskrshn/Desktop/data/IMG/left_2018_11_14_02_02_25_920.jpg, /home/vmskrshn/Desktop/data/IMG/right_2018_11_14_02_02_25_920.jpg, 0, 0, 0, 2.186006E-05
/home/vmskrshn/Desktop/data/IMG/center_2018_11_14_02_02_26_024.jpg, /home/vmskrshn/Desktop/data/IMG/left_2018_11_14_02_02_26_024.jpg, /home/vmskrshn/Desktop/data/IMG/right_2018_11_14_02_02_26_024.jpg, 0, 0, 0, 2.406037E-05
/home/vmskrshn/Desktop/data/IMG/center_2018_11_14_02_02_26_130.jpg, /home/vmskrshn/Desktop/data/IMG/left_2018_11_14_02_02_26_130.jpg, /home/vmskrshn/Desktop/data/IMG/right_2018_11_14_02_02_26_130.jpg, 0, 0, 0, 2.189834E-05
/home/vmskrshn/Desktop/data/IMG/center_2018_11_14_02_02_26_242.jpg, /home/vmskrshn/Desktop/data/IMG/left_2018_11_14_02_02_26_242.jpg, /home/vmskrshn/Desktop/data/IMG/right_2018_11_14_02_02_26_242.jpg, 0, 0, 0, 2.244135E-05
/home/vmskrshn/Desktop/data/IMG/center_2018_11_14_02_02_26_346.jpg, /home/vmskrshn/Desktop/data/IMG/left_2018_11_14_02_02_26_346.jpg, /home/vmskrshn/Desktop/data/IMG/right_2018_11_14_02_02_26_346.jpg, 0, 0, 0, 2.209091E-05
